"pid","index","RT","length","content","eval","meaningful","engagement"
"262",6,112.12,274,"', 'not sure, about 7 i think', 'at the end points and then worked backwards', 'i clicked on the final nodes of a route, then the crossroads', 'because I had a better plan ', 'check the end points and their values and work back from this', '7', 'the end nodes', 'a strategy to ensure I make the most money ', '",5,TRUE,1
"262",9,149.69,210,"', '12', 'at the end nodes', 'yes, I clicked the end nodes till i found the highest value one', 'I had a more planned approach', 'check the end nodes and work backwards', '12', 'the end nodes and the cross points', 'one to make the most money', '",5,TRUE,2
"262",12,62.5,135,"', 'not sure ? 10', 'the end nodes', 'cheked the end nodes and then moved', 'I planned my route', 'check the end nodes ', '8', 'the end nodes', 'to make the most money', '",4,TRUE,1
"262",15,286.77,242,"', 'about 8', 'a few end nodes', 'I clicked on a few end nodes and chose one with a high value', 'I clicked on a few end nodes and made a decision', 'click on the end nodes to understand how high the end values are', '7', 'on the end nodes only', 'the least clicks possible ', '",5,TRUE,2
"262",18,112.64,222,"', '6', 'the end nodes only', 'i clicked on a few end nodes and picked the one with the highest value', 'I planned my route based on the end node value', 'click on the end nodes only', '7', 'the end nodes', 'one to make the most money in the least clicks', '",5,TRUE,1
"263",3,58.87,74,"['3', 'on a random node', 'no', 'im just guessing', 'click the nodes', 'one', 'far away', 'use the hints', '",2,TRUE,1
"263",6,45.92,88,"', '2', 'random ones', 'no', 'im just guessing still', 'use the hints', '3', 'anywhere i want to go', 'click random ones', '",1,TRUE,1
"263",9,161.96,104,"', '3', 'random nodes', 'no', 'i moved to ones which had more money', 'click profitible ones', '3', 'anywhere', 'move to the green nodes', '",3,TRUE,2
"263",12,63.88,92,"', 'unsure', 'anywhere', 'no', 'im just guessing', 'move to green nodes', 'however many i need', 'anywhere', 'click anywhere', '",2,TRUE,1
"263",15,107.18,136,"', 'unsure', 'anywhere', 'when i saw a green one i moved there', 'im picking at random and moving', 'move to green ones', 'move around', 'anywhere', 'move to green ones', '",4,TRUE,1
"263",18,70.68,127,"', 'unsure i think a few', 'wherever there was green ones', 'no', 'i moved to green ones', 'move to green ones', 'keep moving', 'anywhere', 'move to good nodes', '",5,TRUE,1
"264",3,130.99,500,"['i just do as many as i feel like, so if im getting a lot of green then i try ti keep that up, if im getting a lot of red then i try to get my score to even out', 'depended on if i was getting a lot of green or red scores, ', 'no really, just guessing and hoping for the best', 'im just guessing, i dont think there is any strategy to this game so there no point trying to figure one out', 'i dont have any tips, im just guessing and hoping for the best score', 'im not too sure', 'just wherever feels right', 'no strategy needed', '",3,TRUE,2
"264",6,78.45,220,"', 'i just went with the flow, didnt count my clicks', 'i just guessed, ', 'no, no strategy', 'i lost quite a bit of money on this round, ', 'i dont even know, im still trying to figure it out myself', 'im not too sure', 'just wherever', 'dont have one', '",1,TRUE,1
"264",9,70.49,226,"', 'i only stopped when i couldnt make any more moves', 'just went wheerever', 'no ', 'im just guessing as i dont really know how to work out a stratgy', 'dont just guess, ', 'im not sure, probably just til i cant move anymore', 'not sure\n', 'i dont have one', '",1,TRUE,1
"264",12,56.67,222,"', 'i didnt count my clicks\n', 'i just went with whatever i was feeling', 'nope', 'it just did, im just guessing and hoping for the best', 'just go with whatever your feeling ', 'i dont count my clicks', 'i dont know', 'i dont have one, cant think of one', '",3,TRUE,1
"264",15,81.61,307,"', 'i just go till i cant move anymore, should have stopped on the first one instead of losing 30 i think it was', 'i dont count my clicks', 'just go with what feels right', 'im just guessing and hoping for the best results', 'go with your instincts so if its telling you to stop then stop', 'no idea', 'just going to keep guessing', 'none', '",3,TRUE,2
"264",18,73.71,190,"', 'just till i couldnt move anymore', 'i just guessed ', 'none', 'i got a lot of reds', 'no idea', 'i dont really know', 'im going to keep guessing', 'none, not working out for me not having a plan but i cant think of one', '",1,TRUE,1
"265",3,47.23,55,"['i didnt have a plan', 'down', 'no', 'not sure', 'not sure', '8', 'right', 'not sure', '",2,TRUE,1
"265",6,41.34,73,"', 'im not good at this game', 'i didnt', 'no', 'not sure', 'make fewer moves', '5', 'down', 'fewer moves', '",1,TRUE,1
"265",9,39.12,58,"', '5', 'right', 'go right', 'fewer moves', 'make fewer moves', '5', 'not sure', 'not sure', '",3,TRUE,1
"265",12,49.07,73,"', '5', 'everywhere\n', 'no', 'not sure', 'fewer clicks', '5', 'not sure', 'monitor where the red ones are', '",4,TRUE,1
"265",15,44.87,82,"', 'cant remember', 'to the right', 'not sure', 'trial and error', 'click more', 'not sure', 'not sure', 'not sure', '",4,TRUE,1
"265",18,47.91,102,"', 'quite a lot', 'i didnt have an order', 'no', 'not sure', 'click more', 'similar strategy as last time - 20', 'not sure', 'not sure', '",4,TRUE,1
"266",3,139.49,111,"['5', 'the node', 'no', 'still working on the strategy', 'Take a chance in the first round to learn', '15', 'up and across', 'follow the node', '",3,TRUE,1
"266",6,99.31,85,"', '15', 'right only', 'no', 'not concentrating', 'Learn your strategy quickly', '15', 'right and up', 'hope and hope', '",2,TRUE,1
"266",9,103.97,89,"', '15', 'left and up', 'no', 'wrong strategy', 'think before you leap', '15', 'down only', 'down and hope I strike lucky', '",1,TRUE,1
"266",12,92.08,70,"', '15', 'up and across', 'no', 'luck', 'read the instructions', '15', 'across and up', 'across and up', '",3,TRUE,1
"266",15,149.12,189,"', '15', 'middle of each section', 'Best values', 'beginning to understand the game', 'look at a few values and base your decision around the values shown', '15', 'around the best values', 'middle of each section and hope', '",3,TRUE,2
"266",18,114.82,122,"', '11', 'middle of each segment', 'to see what values were around', 'Not lucky today', 'study the values', '15', 'around the best value', 'same as before', '",2,TRUE,1
"267",3,125.5,75,"['6', 'node', 'no', 'in profit', 'click on all the nodes first', '20', 'on the nodes', 'click on them all', '",4,TRUE,1
"267",6,65.62,117,"', '10', 'on the nodes', 'tired to click different ways', 'still making money', 'click on less nodes', '12', 'different ways each time', 'change ways', '",4,TRUE,1
"267",9,55.3,125,"', '5', 'on the nodes', 'tried not to always click in advance', 'didnt always click the nodes first', 'try different strategies', '0', 'no where', 'no clicks', '",3,TRUE,1
"267",12,169.69,98,"', '0', 'no where', 'not clicking in advance', 'didnt look in advance', 'always click before', 'lots', 'all over', 'click all over', '",2,TRUE,2
"267",15,86.21,92,"', '15', 'differnent ways', 'no strategy', 'more structured', 'always click first', '15', 'click lots\n', 'click lots of ways', '",4,TRUE,1
"267",18,129.51,74,"', 'none', 'differnt ways', 'no', 'was in profit', 'click in advance', 'lots', 'all over', 'click all over', '",4,TRUE,1
"268",3,80.89,191,"['0', 'I JUST MOVED ONTO THE NODES', 'IIt was just random', 'I think I should have paid the $1 to see the values on the nodes', 'Use the $1 ability to see the nodes value', '3', 'on the nodes', 'see the value of the nodes', '",3,TRUE,1
"268",6,97.07,274,"', '4', 'On the surrounding nodes', 'I wanted to see which node had the highest value', 'I wanted to see which had the highest node value but this doesnt always translate to the following nodes', 'Do not bother spending $1 to see which node is highest', '0', 'I plan to click randomly', 'Just move randomly', '",1,TRUE,1
"268",9,127.02,255,"', 'I just moved randomly', 'I didnt click, I just moved', 'No stratergy, just random', 'I think I will just move randomly as using a paid click doenst seem to make much more money', 'Just move randomly', '0', 'I plan to move randomly', 'I want to just move randomly and see what happens', '",3,TRUE,1
"268",12,108.82,329,"', '1', 'I used a paid click initially to see how much it would make and then decided to use random movements after', 'No stratergy, I wanted to see if a paid click would be better', 'I think there does not seem to be much difference in using a click or not', 'It makes no difference in using a click or not', '0', 'I dont plan to click', 'Just random movements', '",3,TRUE,2
"268",15,79.39,297,"', '10', 'I decided to click on the end nodes to see which was worth most', 'I decided to click on the end nodes to see which had a high value then move towards those', 'I think it is better to see a high value end node and move towards it', 'Click on the end nodes to see the best values', '10', 'end nodes', 'Click on end nodes', '",5,TRUE,2
"268",18,103.7,316,"', '10', 'Click on end nodes to see best values', 'I decided to click on the end nodes to find a high value then move towards it', 'I think I am makeing more by just clicking on the end nodes', 'Click on end nodes to find one of high value then move towards it', '10', 'end nodes', 'Click on end nodes to find one of high value then move towards it', '",5,TRUE,2
"269",3,150.49,135,"['0', 'right , then up', 'no, was just exploring how the game worked', 'luck', 'the node inspector might be worth using', '8', 'in all directions\n', 'node inspector\n', '",3,TRUE,2
